"","UserID","ProblemID","overalGradeDiff","CountofSubmissions","avgTSbetweenSubs","countOfVideoandForumEvents"
"2597","25f4b5879e07a976589aa57d95bcf5c1ebf8fe12",2,0,1,NA,0
"2598","25f4b5879e07a976589aa57d95bcf5c1ebf8fe12",3,12.5,2,10,0
"2599","25f4b5879e07a976589aa57d95bcf5c1ebf8fe12",4,100,6,4,5
"2600","25f4b5879e07a976589aa57d95bcf5c1ebf8fe12",5,0,1,NA,0
"2601","25f4b5879e07a976589aa57d95bcf5c1ebf8fe12",7,0,1,NA,0
"2602","25f4b5879e07a976589aa57d95bcf5c1ebf8fe12",8,0,1,NA,0
"2603","25f4b5879e07a976589aa57d95bcf5c1ebf8fe12",9,100,2,4,0
"2604","25f4b5879e07a976589aa57d95bcf5c1ebf8fe12",11,11.1111111111111,2,2,0
"2605","260fb9f8fa2918eb3434af1305341a4403039d5e",1,100,10,3,0
"2606","260fb9f8fa2918eb3434af1305341a4403039d5e",2,100,5,4,0
"2607","260fb9f8fa2918eb3434af1305341a4403039d5e",4,100,16,3,0
"2608","260fb9f8fa2918eb3434af1305341a4403039d5e",5,55.5555555555556,7,4,0
"2609","260fb9f8fa2918eb3434af1305341a4403039d5e",7,100,16,5,0
"2610","26304a67ad36148403736099454b17c558631532",0,0,1,NA,0
"2611","263a2a918c1ad026ecf2206356c07aced7148a5d",0,0,1,NA,0
"2612","263a2a918c1ad026ecf2206356c07aced7148a5d",1,100,5,5,5
"2613","263a2a918c1ad026ecf2206356c07aced7148a5d",2,85,16,6,21
"2614","263a2a918c1ad026ecf2206356c07aced7148a5d",3,45.8333333333333,4,10,5
"2615","263a2a918c1ad026ecf2206356c07aced7148a5d",4,75,8,819,37
"2616","263a2a918c1ad026ecf2206356c07aced7148a5d",5,66.6666666666667,5,652,32
"2617","263a2a918c1ad026ecf2206356c07aced7148a5d",6,0,1,NA,0
"2618","263a2a918c1ad026ecf2206356c07aced7148a5d",7,100,7,16,0
"2619","263a2a918c1ad026ecf2206356c07aced7148a5d",8,100,8,14,0
"2620","263a2a918c1ad026ecf2206356c07aced7148a5d",9,37.5,3,8,0
"2621","263a2a918c1ad026ecf2206356c07aced7148a5d",10,34.9999984105428,9,522,0
"2622","263a2a918c1ad026ecf2206356c07aced7148a5d",11,44.4444444444444,10,131,35
"2623","263a2a918c1ad026ecf2206356c07aced7148a5d",12,12.5,6,29,0
"2624","263a2a918c1ad026ecf2206356c07aced7148a5d",13,25,2,3,0
"2625","263a2a918c1ad026ecf2206356c07aced7148a5d",14,100,13,16,3
"2626","263a2a918c1ad026ecf2206356c07aced7148a5d",15,50,12,4,0
"2627","263a2a918c1ad026ecf2206356c07aced7148a5d",16,0,1,NA,0
"2628","264f51a069c7556b45f3f0925eef4c23c14190b8",0,0,1,NA,0
"2629","2653a0fcece0ec40481e633d1031d62e12754b27",0,0,1,NA,0
"2630","2653a0fcece0ec40481e633d1031d62e12754b27",1,0,1,NA,0
"2631","2653a0fcece0ec40481e633d1031d62e12754b27",2,0,1,NA,0
"2632","2653a0fcece0ec40481e633d1031d62e12754b27",3,16.6666666666667,2,2,0
"2633","2653a0fcece0ec40481e633d1031d62e12754b27",4,0,1,NA,0
"2634","2653a0fcece0ec40481e633d1031d62e12754b27",5,55.5555555555556,3,6,1
"2635","2653a0fcece0ec40481e633d1031d62e12754b27",6,25,5,4,0
"2636","2653a0fcece0ec40481e633d1031d62e12754b27",7,0,1,NA,0
"2637","2653a0fcece0ec40481e633d1031d62e12754b27",8,0,1,NA,0
"2638","2653a0fcece0ec40481e633d1031d62e12754b27",9,0,1,NA,0
"2639","2653a0fcece0ec40481e633d1031d62e12754b27",10,3.33333015441895,6,2,0
"2640","2653a0fcece0ec40481e633d1031d62e12754b27",11,100,11,2,0
"2641","2653a0fcece0ec40481e633d1031d62e12754b27",12,12.5,4,3,0
"2642","2653a0fcece0ec40481e633d1031d62e12754b27",13,20,3,4,0
"2643","2653a0fcece0ec40481e633d1031d62e12754b27",14,46.6666666666667,18,20,0
"2644","2653a0fcece0ec40481e633d1031d62e12754b27",15,30,4,6,0
"2645","268fae9b33158804e2c782a1feb36a1b7360ac3a",1,0,6,1717,73
"2646","268fae9b33158804e2c782a1feb36a1b7360ac3a",2,75,14,660,73
"2647","26e34cc1a64cb8e943e935b26dd56ed9ed4a70f2",0,0,1,NA,0
"2648","26e34cc1a64cb8e943e935b26dd56ed9ed4a70f2",1,100,17,129,15
"2649","26e34cc1a64cb8e943e935b26dd56ed9ed4a70f2",2,100,8,9,9
"2650","26e34cc1a64cb8e943e935b26dd56ed9ed4a70f2",3,0,1,NA,0
"2651","26e34cc1a64cb8e943e935b26dd56ed9ed4a70f2",4,55,3,6,0
"2652","26e34cc1a64cb8e943e935b26dd56ed9ed4a70f2",5,100,5,5,5
"2653","26e34cc1a64cb8e943e935b26dd56ed9ed4a70f2",6,18.75,3,13,0
"2654","26e34cc1a64cb8e943e935b26dd56ed9ed4a70f2",7,0,1,NA,0
"2655","26e34cc1a64cb8e943e935b26dd56ed9ed4a70f2",8,87.5,7,4609,167
"2656","26e34cc1a64cb8e943e935b26dd56ed9ed4a70f2",9,15,4,17,0
"2657","26e34cc1a64cb8e943e935b26dd56ed9ed4a70f2",10,0,1,NA,0
"2658","26e34cc1a64cb8e943e935b26dd56ed9ed4a70f2",11,33.3333333333333,3,11,2
"2659","26e34cc1a64cb8e943e935b26dd56ed9ed4a70f2",12,0,1,NA,0
"2660","26e34cc1a64cb8e943e935b26dd56ed9ed4a70f2",13,15,2,7,0
"2661","26e34cc1a64cb8e943e935b26dd56ed9ed4a70f2",14,0,1,NA,0
"2662","26e34cc1a64cb8e943e935b26dd56ed9ed4a70f2",15,0,2,2,0
"2663","26e34cc1a64cb8e943e935b26dd56ed9ed4a70f2",16,0,1,NA,0
"2664","26f7c46048d0c42e02dc951fa564bf74317e0042",2,0,1,NA,0
"2665","26f7c46048d0c42e02dc951fa564bf74317e0042",4,100,2,10,0
"2666","26f7c46048d0c42e02dc951fa564bf74317e0042",5,11.1111111111111,3,3,0
"2667","26f7c46048d0c42e02dc951fa564bf74317e0042",7,100,6,5,0
"2668","26f7c46048d0c42e02dc951fa564bf74317e0042",16,0,1,NA,0
"2669","26ff3d368c6f0f3b09256ba10407e7d138078742",0,0,1,NA,0
"2670","26ff3d368c6f0f3b09256ba10407e7d138078742",3,0,1,NA,0
"2671","26ff3d368c6f0f3b09256ba10407e7d138078742",6,0,1,NA,0
"2672","2716693d58009afaaa926d531536d8cffad871f9",0,0,1,NA,0
"2673","2716693d58009afaaa926d531536d8cffad871f9",1,0,1,NA,0
"2674","2716693d58009afaaa926d531536d8cffad871f9",2,0,1,NA,0
"2675","2716693d58009afaaa926d531536d8cffad871f9",3,0,1,NA,0
"2676","2716693d58009afaaa926d531536d8cffad871f9",4,0,1,NA,0
"2677","2716693d58009afaaa926d531536d8cffad871f9",5,100,2,5,4
"2678","2716693d58009afaaa926d531536d8cffad871f9",6,0,1,NA,0
"2679","2716693d58009afaaa926d531536d8cffad871f9",7,0,1,NA,0
"2680","2716693d58009afaaa926d531536d8cffad871f9",8,12.5,2,2,0
"2681","2716693d58009afaaa926d531536d8cffad871f9",9,0,1,NA,0
"2682","2716693d58009afaaa926d531536d8cffad871f9",10,11.6666634877523,3,23719,311
"2683","2716693d58009afaaa926d531536d8cffad871f9",11,44.4444444444444,3,9,6
"2684","2716693d58009afaaa926d531536d8cffad871f9",12,0,1,NA,0
"2685","2716693d58009afaaa926d531536d8cffad871f9",13,0,1,NA,0
"2686","2716693d58009afaaa926d531536d8cffad871f9",14,57.3333333333333,5,261,5
"2687","2716693d58009afaaa926d531536d8cffad871f9",15,0,1,NA,0
"2688","27185360d7be85e2072d5cf5cc9d9f9ea4f87399",0,0,1,NA,0
"2689","27185360d7be85e2072d5cf5cc9d9f9ea4f87399",1,100,4,16,0
"2690","27185360d7be85e2072d5cf5cc9d9f9ea4f87399",2,100,3,3,0
"2691","27185360d7be85e2072d5cf5cc9d9f9ea4f87399",3,4.16666666666666,2,13819,5
"2692","27185360d7be85e2072d5cf5cc9d9f9ea4f87399",4,35,2,2,0
"2693","27185360d7be85e2072d5cf5cc9d9f9ea4f87399",5,33.3333333333333,6,5,0
"2694","27185360d7be85e2072d5cf5cc9d9f9ea4f87399",6,0,1,NA,0
"2695","27185360d7be85e2072d5cf5cc9d9f9ea4f87399",7,100,5,2,0
"2696","27185360d7be85e2072d5cf5cc9d9f9ea4f87399",8,25,3,6,0
"2697","27185360d7be85e2072d5cf5cc9d9f9ea4f87399",9,12.5,2,1,0
"2698","27185360d7be85e2072d5cf5cc9d9f9ea4f87399",10,9.99999841054282,2,13,0
"2699","27185360d7be85e2072d5cf5cc9d9f9ea4f87399",11,100,5,77,0
"2700","27185360d7be85e2072d5cf5cc9d9f9ea4f87399",12,0,1,NA,0
"2701","27185360d7be85e2072d5cf5cc9d9f9ea4f87399",13,5,2,8,0
"2702","27185360d7be85e2072d5cf5cc9d9f9ea4f87399",14,86.6666666666667,10,50,0
"2703","27185360d7be85e2072d5cf5cc9d9f9ea4f87399",15,0,1,NA,0
"2704","274d990739c638980e45577ef9b863b726bd5345",0,0,1,NA,0
"2705","274d990739c638980e45577ef9b863b726bd5345",1,0,1,NA,0
"2706","274d990739c638980e45577ef9b863b726bd5345",2,0,1,NA,0
"2707","274d990739c638980e45577ef9b863b726bd5345",3,0,1,NA,0
"2708","274d990739c638980e45577ef9b863b726bd5345",4,50,2,3,0
"2709","274d990739c638980e45577ef9b863b726bd5345",5,0,1,NA,0
"2710","274d990739c638980e45577ef9b863b726bd5345",6,0,1,NA,0
"2711","274d990739c638980e45577ef9b863b726bd5345",7,0,1,NA,0
"2712","274d990739c638980e45577ef9b863b726bd5345",8,0,1,NA,0
"2713","274d990739c638980e45577ef9b863b726bd5345",9,100,2,3,0
"2714","274d990739c638980e45577ef9b863b726bd5345",10,0,1,NA,0
"2715","274d990739c638980e45577ef9b863b726bd5345",11,22.2222222222222,3,5,0
"2716","274d990739c638980e45577ef9b863b726bd5345",12,0,1,NA,0
"2717","274d990739c638980e45577ef9b863b726bd5345",13,0,1,NA,0
"2718","274d990739c638980e45577ef9b863b726bd5345",14,34.6666666666667,6,4,0
"2719","274d990739c638980e45577ef9b863b726bd5345",15,0,1,NA,0
"2720","274d990739c638980e45577ef9b863b726bd5345",16,0,1,NA,0
"2721","2785084ddb3fe5aecd9c096f9f39ea1a9cfcc7c3",0,0,1,NA,0
"2722","2785084ddb3fe5aecd9c096f9f39ea1a9cfcc7c3",1,100,9,712,128
"2723","2785084ddb3fe5aecd9c096f9f39ea1a9cfcc7c3",2,100,11,96,16
"2724","2785084ddb3fe5aecd9c096f9f39ea1a9cfcc7c3",3,0,1,NA,0
"2725","2785084ddb3fe5aecd9c096f9f39ea1a9cfcc7c3",4,95,7,243,0
"2726","2785084ddb3fe5aecd9c096f9f39ea1a9cfcc7c3",5,100,4,6253,249
"2727","2785084ddb3fe5aecd9c096f9f39ea1a9cfcc7c3",7,0,1,NA,0
"2728","2785084ddb3fe5aecd9c096f9f39ea1a9cfcc7c3",8,-12.5,2,30,0
"2729","2785084ddb3fe5aecd9c096f9f39ea1a9cfcc7c3",9,0,5,842,0
"2730","2785084ddb3fe5aecd9c096f9f39ea1a9cfcc7c3",11,33.3333333333333,22,31,0
"2731","2785084ddb3fe5aecd9c096f9f39ea1a9cfcc7c3",14,0,1,NA,0
"2732","2785084ddb3fe5aecd9c096f9f39ea1a9cfcc7c3",15,0,1,NA,0
"2733","279169a83bb95ec428c7b1a9a32cabf7adcc59ba",1,0,4,42,14
"2734","279169a83bb95ec428c7b1a9a32cabf7adcc59ba",2,100,2,4,2
"2735","279194a1c120d6353ae80806ce5d961b37fd151c",1,0,5,667,0
"2736","279194a1c120d6353ae80806ce5d961b37fd151c",2,100,20,57,0
"2737","279194a1c120d6353ae80806ce5d961b37fd151c",5,0,1,NA,0
"2738","27929ef75a0a879c932359c16194783c5199f794",1,0,1,NA,0
"2739","27929ef75a0a879c932359c16194783c5199f794",2,0,1,NA,0
"2740","27929ef75a0a879c932359c16194783c5199f794",4,0,1,NA,0
"2741","27929ef75a0a879c932359c16194783c5199f794",5,0,1,NA,0
"2742","27929ef75a0a879c932359c16194783c5199f794",7,100,3,3,0
"2743","27929ef75a0a879c932359c16194783c5199f794",8,0,1,NA,0
"2744","27929ef75a0a879c932359c16194783c5199f794",9,0,1,NA,0
"2745","27929ef75a0a879c932359c16194783c5199f794",11,0,1,NA,0
"2746","27929ef75a0a879c932359c16194783c5199f794",14,100,12,14,2
"2747","27929ef75a0a879c932359c16194783c5199f794",15,0,1,NA,0
"2748","27947bbd096b9b3ff216299b6cedcefb7fa7d014",0,0,1,NA,0
"2749","27947bbd096b9b3ff216299b6cedcefb7fa7d014",1,87.5,3,2,0
"2750","27947bbd096b9b3ff216299b6cedcefb7fa7d014",2,0,1,NA,0
"2751","27947bbd096b9b3ff216299b6cedcefb7fa7d014",4,100,4,10,0
"2752","27947bbd096b9b3ff216299b6cedcefb7fa7d014",5,88.8888888888889,4,476,0
"2753","27947bbd096b9b3ff216299b6cedcefb7fa7d014",7,85.7142857142857,6,4,0
"2754","27947bbd096b9b3ff216299b6cedcefb7fa7d014",8,75,7,9,0
"2755","27947bbd096b9b3ff216299b6cedcefb7fa7d014",9,25,3,11,0
"2756","27947bbd096b9b3ff216299b6cedcefb7fa7d014",11,100,8,7,0
"2757","27a5b6501ff568a831dd883d81a9e23530cbd1f3",0,0,1,NA,0
"2758","27a5b6501ff568a831dd883d81a9e23530cbd1f3",3,0,1,NA,0
"2759","27a80e34676f35ce3031e234a19ccea696bc1837",1,42.5,2,9,0
"2760","27a80e34676f35ce3031e234a19ccea696bc1837",2,0,1,NA,0
"2761","27b2cff6ea5e3d5631cd57e300f2415447c37b02",0,0,1,NA,0
"2762","27b2cff6ea5e3d5631cd57e300f2415447c37b02",1,100,9,4,0
"2763","27b2cff6ea5e3d5631cd57e300f2415447c37b02",2,55,3,5,0
"2764","27b2cff6ea5e3d5631cd57e300f2415447c37b02",3,0,1,NA,0
"2765","27b2cff6ea5e3d5631cd57e300f2415447c37b02",4,75,12,113,0
"2766","27b2cff6ea5e3d5631cd57e300f2415447c37b02",5,100,6,6,0
"2767","27b2cff6ea5e3d5631cd57e300f2415447c37b02",6,0,1,NA,0
"2768","27b2cff6ea5e3d5631cd57e300f2415447c37b02",7,0,1,NA,0
"2769","27b2cff6ea5e3d5631cd57e300f2415447c37b02",8,87.5,6,202,0
"2770","27b2cff6ea5e3d5631cd57e300f2415447c37b02",9,95,2,11,0
"2771","27b2cff6ea5e3d5631cd57e300f2415447c37b02",10,0,1,NA,0
"2772","27b2cff6ea5e3d5631cd57e300f2415447c37b02",11,0,1,NA,0
"2773","27b2cff6ea5e3d5631cd57e300f2415447c37b02",14,37.3333333333333,17,95,0
"2774","27b2cff6ea5e3d5631cd57e300f2415447c37b02",15,40,3,33,0
"2775","27ba1ae97afe0e43ee4e329070b047c7e013d31d",0,0,1,NA,0
"2776","27ba1ae97afe0e43ee4e329070b047c7e013d31d",1,25,4,2,0
"2777","27ba1ae97afe0e43ee4e329070b047c7e013d31d",2,25,5,3,3
"2778","27ba1ae97afe0e43ee4e329070b047c7e013d31d",3,0,1,NA,0
"2779","27ba1ae97afe0e43ee4e329070b047c7e013d31d",4,75,6,4,0
"2780","27ba1ae97afe0e43ee4e329070b047c7e013d31d",5,33.3333333333333,4,5,0
"2781","27ba1ae97afe0e43ee4e329070b047c7e013d31d",6,0,1,NA,0
"2782","27ba1ae97afe0e43ee4e329070b047c7e013d31d",7,0,1,NA,0
"2783","27ba1ae97afe0e43ee4e329070b047c7e013d31d",8,100,23,70,56
"2784","27ba1ae97afe0e43ee4e329070b047c7e013d31d",9,0,1,NA,0
"2785","27ba1ae97afe0e43ee4e329070b047c7e013d31d",10,0,1,NA,0
"2786","27ba1ae97afe0e43ee4e329070b047c7e013d31d",11,33.3333333333333,13,259,37
"2787","27ba1ae97afe0e43ee4e329070b047c7e013d31d",12,0,1,NA,0
"2788","27ba1ae97afe0e43ee4e329070b047c7e013d31d",13,0,1,NA,0
"2789","27ba1ae97afe0e43ee4e329070b047c7e013d31d",14,86.6666666666667,38,116,11
"2790","27ba1ae97afe0e43ee4e329070b047c7e013d31d",15,20,2,2,0
"2791","27ba1ae97afe0e43ee4e329070b047c7e013d31d",16,0,1,NA,0
"2792","27c865ed0683c086783e04234cd9a02e8361317c",0,16.6666666666667,2,4,0
"2793","27c865ed0683c086783e04234cd9a02e8361317c",3,0,1,NA,0
"2794","27c8986e29ba50d4a3569f787c5ae15b4151fbd8",0,0,1,NA,0
"2795","27c8986e29ba50d4a3569f787c5ae15b4151fbd8",1,100,5,168,17
"2796","27c8986e29ba50d4a3569f787c5ae15b4151fbd8",2,0,1,NA,0
"2797","27c8986e29ba50d4a3569f787c5ae15b4151fbd8",3,0,1,NA,0
"2798","27c8986e29ba50d4a3569f787c5ae15b4151fbd8",4,0,1,NA,0
"2799","27c8986e29ba50d4a3569f787c5ae15b4151fbd8",5,0,1,NA,0
"2800","27c8986e29ba50d4a3569f787c5ae15b4151fbd8",6,0,1,NA,0
"2801","27c8986e29ba50d4a3569f787c5ae15b4151fbd8",7,100,2,20,0
"2802","27c8986e29ba50d4a3569f787c5ae15b4151fbd8",8,62.5,2,5,0
"2803","27c8986e29ba50d4a3569f787c5ae15b4151fbd8",9,100,8,109,0
"2804","27c8986e29ba50d4a3569f787c5ae15b4151fbd8",10,0,1,NA,0
"2805","27c8986e29ba50d4a3569f787c5ae15b4151fbd8",11,0,9,247,0
"2806","27c8986e29ba50d4a3569f787c5ae15b4151fbd8",16,0,1,NA,0
"2807","27f237a861d3454f397c8528497e52f4f2769bd4",4,0,1,NA,0
"2808","27f237a861d3454f397c8528497e52f4f2769bd4",5,0,1,NA,0
"2809","27f237a861d3454f397c8528497e52f4f2769bd4",7,0,1,NA,0
"2810","27f237a861d3454f397c8528497e52f4f2769bd4",8,0,1,NA,0
"2811","27f237a861d3454f397c8528497e52f4f2769bd4",9,0,1,NA,0
"2812","27f237a861d3454f397c8528497e52f4f2769bd4",11,0,1,NA,0
"2813","27f237a861d3454f397c8528497e52f4f2769bd4",14,0,1,NA,0
"2814","27f237a861d3454f397c8528497e52f4f2769bd4",15,0,1,NA,0
"2815","280d80151b863a328c76277f899a5081d7ac7a26",0,0,1,NA,0
"2816","280d80151b863a328c76277f899a5081d7ac7a26",1,0,1,NA,0
"2817","280d80151b863a328c76277f899a5081d7ac7a26",2,0,1,NA,0
"2818","280d80151b863a328c76277f899a5081d7ac7a26",4,100,9,479,42
"2819","280d80151b863a328c76277f899a5081d7ac7a26",5,22.2222222222222,2,7,0
"2820","280d80151b863a328c76277f899a5081d7ac7a26",7,14.2857142857143,2,4,0
"2821","280d80151b863a328c76277f899a5081d7ac7a26",8,0,1,NA,0
"2822","280d80151b863a328c76277f899a5081d7ac7a26",9,12.5,2,5,0
"2823","280d80151b863a328c76277f899a5081d7ac7a26",11,22.2222222222222,3,150,4
"2824","280d80151b863a328c76277f899a5081d7ac7a26",12,0,1,NA,0
"2825","280d80151b863a328c76277f899a5081d7ac7a26",13,0,1,NA,0
"2826","280d80151b863a328c76277f899a5081d7ac7a26",14,100,11,199,12
"2827","280d80151b863a328c76277f899a5081d7ac7a26",15,36,2,4,0
"2828","2838f793cb4f75a7c11bb1042943552caec7c875",0,0,1,NA,0
"2829","286c72f36008733a7e7a6a689fe5b4f1f9214866",0,16.6666666666667,2,3,0
"2830","286c72f36008733a7e7a6a689fe5b4f1f9214866",3,0,1,NA,0
"2831","286c72f36008733a7e7a6a689fe5b4f1f9214866",4,100,6,126,5
"2832","286c72f36008733a7e7a6a689fe5b4f1f9214866",5,0,1,NA,0
"2833","286c72f36008733a7e7a6a689fe5b4f1f9214866",6,0,1,NA,0
"2834","28c112b103f7aaaa75d9a6dc6600f90a9dec8843",0,0,1,NA,0
"2835","28c112b103f7aaaa75d9a6dc6600f90a9dec8843",1,100,5,287,3
"2836","28c112b103f7aaaa75d9a6dc6600f90a9dec8843",2,0,1,NA,0
"2837","28c112b103f7aaaa75d9a6dc6600f90a9dec8843",3,0,1,NA,0
"2838","28c112b103f7aaaa75d9a6dc6600f90a9dec8843",4,50,4,12,0
"2839","28c112b103f7aaaa75d9a6dc6600f90a9dec8843",5,22.2222222222222,3,531,37
"2840","28c112b103f7aaaa75d9a6dc6600f90a9dec8843",6,0,1,NA,0
"2841","28c112b103f7aaaa75d9a6dc6600f90a9dec8843",7,14.2857142857143,2,27,10
"2842","28c112b103f7aaaa75d9a6dc6600f90a9dec8843",8,0,1,NA,0
"2843","28c112b103f7aaaa75d9a6dc6600f90a9dec8843",9,15,2,11,0
"2844","28c112b103f7aaaa75d9a6dc6600f90a9dec8843",10,0,1,NA,0
"2845","28c112b103f7aaaa75d9a6dc6600f90a9dec8843",11,22.2222222222222,3,18,0
"2846","28c112b103f7aaaa75d9a6dc6600f90a9dec8843",12,0,1,NA,0
"2847","28c112b103f7aaaa75d9a6dc6600f90a9dec8843",13,0,1,NA,0
"2848","28c112b103f7aaaa75d9a6dc6600f90a9dec8843",14,6.66666666666667,14,774,217
"2849","28c112b103f7aaaa75d9a6dc6600f90a9dec8843",15,30,6,531,0
"2850","28c112b103f7aaaa75d9a6dc6600f90a9dec8843",16,0,1,NA,0
"2851","28c251532ae14e016bd4280e6683cf4f0342a8c4",0,0,1,NA,0
"2852","28cb86e6af551e5abf2ccac2e93da8613e861e2b",1,50,4,108,1
"2853","28cb86e6af551e5abf2ccac2e93da8613e861e2b",2,50,4,7,0
"2854","28cb86e6af551e5abf2ccac2e93da8613e861e2b",4,100,7,5,2
"2855","28cb86e6af551e5abf2ccac2e93da8613e861e2b",5,100,13,47,17
"2856","28cb86e6af551e5abf2ccac2e93da8613e861e2b",7,100,11,6,3
"2857","28cb86e6af551e5abf2ccac2e93da8613e861e2b",8,37.5,7,11,14
"2858","28cb86e6af551e5abf2ccac2e93da8613e861e2b",9,25,4,2,0
"2859","28cb86e6af551e5abf2ccac2e93da8613e861e2b",11,100,29,52,2
"2860","28cb86e6af551e5abf2ccac2e93da8613e861e2b",14,100,42,536,110
"2861","28cb86e6af551e5abf2ccac2e93da8613e861e2b",15,100,10,67,15
"2862","29203984a2961a8d60d9790a44f39e8a6ee259af",0,0,1,NA,0
"2863","29203984a2961a8d60d9790a44f39e8a6ee259af",2,0,1,NA,0
"2864","29203984a2961a8d60d9790a44f39e8a6ee259af",3,0,1,NA,0
"2865","29203984a2961a8d60d9790a44f39e8a6ee259af",4,50,3,4011,22
"2866","29203984a2961a8d60d9790a44f39e8a6ee259af",5,11.1111111111111,3,2,0
"2867","29203984a2961a8d60d9790a44f39e8a6ee259af",6,53.125,3,13,0
"2868","29203984a2961a8d60d9790a44f39e8a6ee259af",7,100,3,7,0
"2869","29203984a2961a8d60d9790a44f39e8a6ee259af",8,50,7,9,0
"2870","29203984a2961a8d60d9790a44f39e8a6ee259af",9,0,1,NA,0
"2871","292e47c0e24123578ce13e9cb817fbcf8c701a42",0,0,1,NA,0
"2872","29398cf5a60b28742f596181491dff310a20c6ce",0,0,1,NA,0
"2873","2962e09cb0b4171b758078de9d0b2aa93982857e",0,0,1,NA,0
"2874","2962e09cb0b4171b758078de9d0b2aa93982857e",1,37.5,4,11,0
"2875","2962e09cb0b4171b758078de9d0b2aa93982857e",2,0,1,NA,0
"2876","2962e09cb0b4171b758078de9d0b2aa93982857e",3,33.3333333333333,2,5,0
"2877","2962e09cb0b4171b758078de9d0b2aa93982857e",4,50,5,5,0
"2878","2962e09cb0b4171b758078de9d0b2aa93982857e",5,11.1111111111111,2,2,0
"2879","2962e09cb0b4171b758078de9d0b2aa93982857e",6,0,1,NA,0
"2880","2962e09cb0b4171b758078de9d0b2aa93982857e",7,100,6,2,0
"2881","2962e09cb0b4171b758078de9d0b2aa93982857e",8,100,10,9,36
"2882","2962e09cb0b4171b758078de9d0b2aa93982857e",9,100,13,3,8
"2883","2962e09cb0b4171b758078de9d0b2aa93982857e",10,3.33333015441895,2,6,0
"2884","2962e09cb0b4171b758078de9d0b2aa93982857e",11,55.5555555555556,20,6,23
"2885","2962e09cb0b4171b758078de9d0b2aa93982857e",12,0,1,NA,0
"2886","2962e09cb0b4171b758078de9d0b2aa93982857e",13,30,2,2,0
"2887","2962e09cb0b4171b758078de9d0b2aa93982857e",14,13.3333333333333,12,2,0
"2888","2962e09cb0b4171b758078de9d0b2aa93982857e",15,60,2,2,0
"2889","29732b1e6ab6b5b3de6eb089f4b813a225ff99ce",0,0,1,NA,0
"2890","29732b1e6ab6b5b3de6eb089f4b813a225ff99ce",1,0,1,NA,0
"2891","29732b1e6ab6b5b3de6eb089f4b813a225ff99ce",2,0,1,NA,0
"2892","29732b1e6ab6b5b3de6eb089f4b813a225ff99ce",16,0,1,NA,0
"2893","2987d0e50238d334082afd203d1311b6e617d381",0,-22.2221652666728,2,3,0
"2894","2987d0e50238d334082afd203d1311b6e617d381",3,0,1,NA,0
"2895","29a119892d6667ec9a121354305a03bcb061d3d3",0,0,1,NA,0
"2896","29a119892d6667ec9a121354305a03bcb061d3d3",2,100,8,8,0
"2897","29a119892d6667ec9a121354305a03bcb061d3d3",3,-4.16666666666666,3,230,0
"2898","29ca6a918041df0211fa6e86e0df2c6d16e311fa",0,0,1,NA,0
"2899","29cc9f6632b5b10123b5afade3dc0aa3b66d001b",2,0,10,4,0
"2900","29e703ac82404fbf3426971ca431e4f40053b4cf",2,0,1,NA,0
"2901","2a2c36f811858728c21528f48ed08ff699e514a5",0,0,1,NA,0
"2902","2a2c36f811858728c21528f48ed08ff699e514a5",1,0,1,NA,0
"2903","2a2c36f811858728c21528f48ed08ff699e514a5",2,25,2,2,0
"2904","2a2c36f811858728c21528f48ed08ff699e514a5",3,0,1,NA,0
"2905","2a2c36f811858728c21528f48ed08ff699e514a5",4,0,1,NA,0
"2906","2a2c36f811858728c21528f48ed08ff699e514a5",5,0,1,NA,0
"2907","2a2c36f811858728c21528f48ed08ff699e514a5",6,0,1,NA,0
"2908","2a2c36f811858728c21528f48ed08ff699e514a5",10,0,1,NA,0
"2909","2a5ce5bb822699d3672de70304618c7afd0cef06",0,0,1,NA,0
"2910","2a5ce5bb822699d3672de70304618c7afd0cef06",1,12.5,2,3,0
"2911","2a5ce5bb822699d3672de70304618c7afd0cef06",2,40,8,365,80
"2912","2a5ce5bb822699d3672de70304618c7afd0cef06",3,0,1,NA,0
"2913","2a5ce5bb822699d3672de70304618c7afd0cef06",4,15,2,1273,133
"2914","2a5ce5bb822699d3672de70304618c7afd0cef06",5,48.8888888888889,6,7,0
"2915","2a5ce5bb822699d3672de70304618c7afd0cef06",6,-12.5,5,9,0
"2916","2a5ce5bb822699d3672de70304618c7afd0cef06",7,100,8,5,14
"2917","2a5ce5bb822699d3672de70304618c7afd0cef06",8,85,40,408,351
"2918","2a5ce5bb822699d3672de70304618c7afd0cef06",9,65,5,6,0
"2919","2a5ce5bb822699d3672de70304618c7afd0cef06",10,0,1,NA,0
"2920","2a5ce5bb822699d3672de70304618c7afd0cef06",11,100,9,10,14
"2921","2a5ce5bb822699d3672de70304618c7afd0cef06",12,0,1,NA,0
"2922","2a5ce5bb822699d3672de70304618c7afd0cef06",13,0,1,NA,0
"2923","2a5ce5bb822699d3672de70304618c7afd0cef06",14,100,21,81,40
"2924","2a5ce5bb822699d3672de70304618c7afd0cef06",15,70,25,944,261
"2925","2a661624a0471e4600ba88cae461de8976b4ea40",0,0,1,NA,0
"2926","2a7071f254c7c6b164a297bd7967f4a25a36228e",0,0,1,NA,0
